customer_id,age,income,gender,city,signup_date,spending_score,loyalty_level
462,34,2176.0,Male,Bukhara,2023-04-07,91,Low
463,37,3024.0,FEMALE,Bukhara,2023-04-08,84,Low
464,21,4442.0,male,Tashkent,2023-04-09,82,Low
465,34,3910.0,FEMALE,Samarkand,2023-04-10,57,High
466,48,4255.0,male,Bukhara,2023-04-11,73,Medium
467,31,1021.0,FEMALE,Tashkent,2023-04-12,24,Medium
468,49,2252.0,FEMALE,Samarkand,2023-04-13,35,High
469,38,1387.0,FEMALE,Tashkent,2023-04-14,31,Medium
470,42,2518.0,Male,Tashkent,2023-04-15,80,Low
471,37,,male,Tashkent,2023-04-16,52,Low
472,30,871.0,Male,Tashkent,2023-04-17,11,Low
473,24,932.0,Male,Tashkent,2023-04-18,72,High
474,58,2292.0,male,Samarkand,2023-04-19,34,High
475,52,1671.0,Male,Bukhara,2023-04-20,89,High
476,35,1425.0,Male,Samarkand,2023-04-21,16,High
477,47,2469.0,Male,Bukhara,2023-04-22,74,Low
478,34,1380.0,Male,Bukhara,2023-04-23,74,Medium
479,22,3764.0,male,Bukhara,2023-04-24,40,Medium
480,33,4001.0,male,Tashkent,2023-04-25,51,Low
481,43,,Male,Bukhara,2023-04-26,51,High
482,29,3789.0,FEMALE,Tashkent,2023-04-27,39,Medium
483,50,3450.0,FEMALE,Tashkent,2023-04-28,30,Medium
484,41,1061.0,Male,Tashkent,2023-04-29,48,High
485,34,608.0,male,Bukhara,2023-04-30,80,High
486,26,4702.0,male,Tashkent,2023-05-01,12,High
487,53,4549.0,Male,Samarkand,2023-05-02,63,Medium
488,41,2128.0,male,Samarkand,2023-05-03,3,High
489,19,4197.0,FEMALE,Bukhara,2023-05-04,1,Low
490,18,1213.0,Male,Tashkent,2023-05-05,71,Low
491,37,,Male,Tashkent,2023-05-06,66,Medium
492,35,4564.0,Male,Samarkand,2023-05-07,35,High
493,42,3848.0,FEMALE,Tashkent,2023-05-08,39,Medium
494,37,3905.0,male,Tashkent,2023-05-09,54,High
495,27,4297.0,FEMALE,Samarkand,2023-05-10,38,High
496,34,2622.0,male,Tashkent,2023-05-11,66,Low
497,58,3449.0,FEMALE,Bukhara,2023-05-12,44,High
498,58,2347.0,male,Tashkent,2023-05-13,37,Medium
499,45,4817.0,FEMALE,Samarkand,2023-05-14,35,Low
500,59,4798.0,FEMALE,Bukhara,2023-05-15,2,Low
501,22,,male,Tashkent,2023-05-16,12,Low
502,42,4733.0,FEMALE,Bukhara,2023-05-17,47,Low
503,18,4149.0,Male,Tashkent,2023-05-18,50,Medium
504,55,4991.0,Male,Bukhara,2023-05-19,67,Low
505,40,1016.0,Male,Bukhara,2023-05-20,55,Medium
506,45,2402.0,FEMALE,Samarkand,2023-05-21,3,High
507,25,588.0,Male,Samarkand,2023-05-22,82,High
508,51,1067.0,Male,Tashkent,2023-05-23,18,Low
509,48,4745.0,Male,Tashkent,2023-05-24,80,Low
510,22,2394.0,FEMALE,Tashkent,2023-05-25,6,Low
511,38,,FEMALE,Bukhara,2023-05-26,62,Low
512,28,3997.0,male,Samarkand,2023-05-27,99,Medium
513,38,2223.0,male,Samarkand,2023-05-28,31,Low
514,26,4041.0,Male,Tashkent,2023-05-29,54,Low
515,28,1195.0,Male,Tashkent,2023-05-30,50,Low
516,39,2382.0,Male,Bukhara,2023-05-31,39,Low
517,43,2433.0,FEMALE,Bukhara,2023-06-01,74,Medium
518,40,2639.0,male,Tashkent,2023-06-02,63,High
519,33,3024.0,FEMALE,Bukhara,2023-06-03,98,High
520,38,3329.0,male,Samarkand,2023-06-04,9,Low
521,57,,FEMALE,Samarkand,2023-06-05,98,High
522,22,524.0,male,Bukhara,2023-06-06,66,Medium
523,31,3327.0,male,Samarkand,2023-06-07,79,Low
524,20,3442.0,Male,Bukhara,2023-06-08,96,Medium
525,48,4437.0,male,Tashkent,2023-06-09,38,Medium
526,21,646.0,Male,Samarkand,2023-06-10,71,Low
527,22,2275.0,male,Bukhara,2023-06-11,15,Low
528,38,4729.0,male,Bukhara,2023-06-12,89,High
529,22,1876.0,FEMALE,Tashkent,2023-06-13,16,Low
530,21,4514.0,Male,Samarkand,2023-06-14,50,Low
531,47,,FEMALE,Tashkent,2023-06-15,53,Low
532,51,3126.0,Male,Tashkent,2023-06-16,47,High
533,34,3339.0,Male,Bukhara,2023-06-17,15,Low
534,48,2333.0,Male,Samarkand,2023-06-18,55,Medium
535,26,2791.0,Male,Tashkent,2023-06-19,63,Medium
536,30,806.0,FEMALE,Bukhara,2023-06-20,7,Low
537,20,2742.0,Male,Bukhara,2023-06-21,97,Low
538,20,3946.0,Male,Bukhara,2023-06-22,45,Medium
539,55,750.0,male,Tashkent,2023-06-23,18,High
540,25,548.0,Male,Bukhara,2023-06-24,85,Low
541,20,,male,Samarkand,2023-06-25,94,Medium
542,19,559.0,FEMALE,Tashkent,2023-06-26,91,High
543,40,3442.0,FEMALE,Bukhara,2023-06-27,33,High
544,44,906.0,FEMALE,Tashkent,2023-06-28,90,Medium
545,21,2401.0,Male,Bukhara,2023-06-29,66,Low
546,31,804.0,Male,Samarkand,2023-06-30,54,High
547,38,3094.0,FEMALE,Tashkent,2023-07-01,38,High
548,43,4018.0,Male,Samarkand,2023-07-02,42,Low
549,49,2947.0,male,Tashkent,2023-07-03,3,Low
550,43,3736.0,FEMALE,Tashkent,2023-07-04,25,Medium
551,36,,Male,Bukhara,2023-07-05,70,Medium
552,27,568.0,male,Samarkand,2023-07-06,98,Medium
553,50,647.0,FEMALE,Bukhara,2023-07-07,70,Low
554,34,4077.0,male,Tashkent,2023-07-08,75,Low
555,47,1292.0,Male,Bukhara,2023-07-09,89,Medium
556,41,2318.0,Male,Samarkand,2023-07-10,1,Low
557,52,829.0,male,Bukhara,2023-07-11,87,Low
558,38,1306.0,male,Samarkand,2023-07-12,99,High
559,20,977.0,Male,Samarkand,2023-07-13,74,Medium
560,24,2201.0,Male,Samarkand,2023-07-14,82,Medium
561,53,,Male,Tashkent,2023-07-15,69,Medium
562,20,4955.0,Male,Samarkand,2023-07-16,52,High
563,52,790.0,Male,Samarkand,2023-07-17,85,High
564,30,2401.0,Male,Bukhara,2023-07-18,87,High
565,39,4882.0,male,Bukhara,2023-07-19,76,High
566,54,3813.0,Male,Tashkent,2023-07-20,59,High
567,47,914.0,male,Tashkent,2023-07-21,39,Medium
568,59,3613.0,Male,Bukhara,2023-07-22,10,Medium
569,22,2185.0,male,Tashkent,2023-07-23,69,Medium
570,48,4771.0,Male,Bukhara,2023-07-24,90,Medium
571,33,,FEMALE,Tashkent,2023-07-25,35,High
572,43,1733.0,male,Tashkent,2023-07-26,78,Low
573,36,2651.0,male,Samarkand,2023-07-27,3,High
574,55,1577.0,Male,Samarkand,2023-07-28,27,Low
575,36,3639.0,Male,Bukhara,2023-07-29,43,Low
576,36,2334.0,male,Bukhara,2023-07-30,10,Medium
577,25,2994.0,Male,Samarkand,2023-07-31,92,Low
578,25,4690.0,FEMALE,Bukhara,2023-08-01,37,High
579,43,2685.0,FEMALE,Tashkent,2023-08-02,51,Medium
580,42,3809.0,Male,Bukhara,2023-08-03,3,High
581,22,,Male,Tashkent,2023-08-04,46,Medium
582,35,2994.0,Male,Bukhara,2023-08-05,11,High
583,23,589.0,Male,Tashkent,2023-08-06,44,Medium
584,53,2293.0,FEMALE,Tashkent,2023-08-07,58,Low
585,58,2803.0,FEMALE,Samarkand,2023-08-08,1,Medium
586,52,3846.0,FEMALE,Bukhara,2023-08-09,98,Low
587,33,4082.0,male,Bukhara,2023-08-10,91,Medium
588,22,4179.0,male,Bukhara,2023-08-11,60,High
589,32,1592.0,Male,Samarkand,2023-08-12,13,Low
590,52,1119.0,Male,Tashkent,2023-08-13,40,Low
591,25,,Male,Samarkand,2023-08-14,70,Medium
592,56,875.0,Male,Bukhara,2023-08-15,59,Low
593,43,566.0,Male,Samarkand,2023-08-16,54,Low
594,48,1906.0,FEMALE,Bukhara,2023-08-17,56,Low
595,23,4393.0,male,Bukhara,2023-08-18,76,Medium
596,39,3368.0,FEMALE,Samarkand,2023-08-19,37,Medium
597,32,1228.0,Male,Tashkent,2023-08-20,33,Low
598,44,2594.0,male,Tashkent,2023-08-21,88,High
599,52,3941.0,FEMALE,Tashkent,2023-08-22,67,Low
600,26,1809.0,FEMALE,Samarkand,2023-08-23,73,High
601,38,,FEMALE,Bukhara,2023-08-24,8,High
602,40,4835.0,Male,Tashkent,2023-08-25,31,Low
603,39,4289.0,Male,Samarkand,2023-08-26,22,Low
604,45,4837.0,Male,Tashkent,2023-08-27,57,Medium
605,20,2145.0,male,Tashkent,2023-08-28,37,Low
606,57,3783.0,FEMALE,Samarkand,2023-08-29,78,High
607,23,4995.0,male,Bukhara,2023-08-30,31,High
608,59,4457.0,male,Samarkand,2023-08-31,6,Low
609,37,4200.0,FEMALE,Samarkand,2023-09-01,50,Medium
610,59,3070.0,male,Samarkand,2023-09-02,37,Medium
611,32,,FEMALE,Tashkent,2023-09-03,51,Low
612,55,4199.0,FEMALE,Samarkand,2023-09-04,65,Medium
613,45,1253.0,FEMALE,Bukhara,2023-09-05,47,Medium
614,51,2237.0,male,Bukhara,2023-09-06,51,High
615,23,750.0,FEMALE,Bukhara,2023-09-07,54,Medium
616,32,955.0,FEMALE,Bukhara,2023-09-08,85,High
617,38,837.0,male,Tashkent,2023-09-09,27,High
618,31,1032.0,Male,Samarkand,2023-09-10,1,High
619,53,4559.0,male,Samarkand,2023-09-11,67,Medium
620,42,1223.0,Male,Bukhara,2023-09-12,37,Medium
621,27,,male,Tashkent,2023-09-13,86,High
622,39,3465.0,male,Samarkand,2023-09-14,44,Low
623,29,938.0,FEMALE,Tashkent,2023-09-15,8,High
624,48,541.0,Male,Tashkent,2023-09-16,60,Low
625,28,4156.0,male,Tashkent,2023-09-17,78,Medium
626,53,4139.0,FEMALE,Bukhara,2023-09-18,5,High
627,43,3861.0,male,Samarkand,2023-09-19,61,Low
628,20,4955.0,Male,Samarkand,2023-09-20,30,Medium
629,42,1511.0,male,Bukhara,2023-09-21,81,Medium
630,51,3822.0,FEMALE,Tashkent,2023-09-22,18,Medium
631,58,,Male,Tashkent,2023-09-23,93,Medium
632,31,1490.0,FEMALE,Bukhara,2023-09-24,83,Low
633,49,3763.0,FEMALE,Tashkent,2023-09-25,43,Medium
634,21,1497.0,Male,Bukhara,2023-09-26,68,High
635,38,660.0,FEMALE,Bukhara,2023-09-27,28,High
636,37,3329.0,male,Bukhara,2023-09-28,5,High
637,18,1808.0,male,Tashkent,2023-09-29,92,Medium
638,42,4888.0,FEMALE,Samarkand,2023-09-30,16,Medium
639,35,1322.0,FEMALE,Bukhara,2023-10-01,69,Low
640,51,2852.0,male,Samarkand,2023-10-02,29,High
641,45,,Male,Samarkand,2023-10-03,80,Low
642,35,2034.0,Male,Bukhara,2023-10-04,42,Low
643,48,555.0,FEMALE,Tashkent,2023-10-05,16,High
644,26,2978.0,male,Bukhara,2023-10-06,35,High
645,44,2460.0,Male,Bukhara,2023-10-07,47,Low
646,22,2860.0,FEMALE,Samarkand,2023-10-08,59,High
647,29,3017.0,male,Bukhara,2023-10-09,22,High
648,41,3283.0,FEMALE,Tashkent,2023-10-10,96,High
649,37,4783.0,Male,Bukhara,2023-10-11,10,Medium
650,23,4601.0,FEMALE,Bukhara,2023-10-12,70,High
651,46,,male,Tashkent,2023-10-13,15,High
652,27,4235.0,Male,Tashkent,2023-10-14,38,High
653,36,1830.0,male,Tashkent,2023-10-15,43,High
654,43,4784.0,male,Tashkent,2023-10-16,79,High
655,53,3592.0,FEMALE,Bukhara,2023-10-17,90,Medium
656,44,4175.0,FEMALE,Bukhara,2023-10-18,59,High
657,51,4622.0,FEMALE,Tashkent,2023-10-19,38,Medium
658,50,1292.0,Male,Samarkand,2023-10-20,76,Low
659,23,1506.0,Male,Bukhara,2023-10-21,20,High
660,39,2669.0,FEMALE,Tashkent,2023-10-22,79,Low
661,58,,male,Tashkent,2023-10-23,66,High
662,48,4023.0,FEMALE,Bukhara,2023-10-24,26,Medium
663,41,4872.0,FEMALE,Samarkand,2023-10-25,83,High
664,34,4686.0,Male,Samarkand,2023-10-26,31,High
665,23,3322.0,male,Tashkent,2023-10-27,4,Low
666,53,1907.0,FEMALE,Bukhara,2023-10-28,98,High
667,53,4692.0,male,Tashkent,2023-10-29,3,High
668,45,4383.0,male,Samarkand,2023-10-30,45,Medium
669,34,1090.0,Male,Tashkent,2023-10-31,24,Medium
670,56,4319.0,FEMALE,Samarkand,2023-11-01,47,High
671,59,,male,Tashkent,2023-11-02,97,Medium
672,20,4862.0,FEMALE,Bukhara,2023-11-03,71,Medium
673,41,669.0,Male,Tashkent,2023-11-04,44,Medium
674,57,4392.0,male,Bukhara,2023-11-05,97,Medium
675,59,1243.0,FEMALE,Bukhara,2023-11-06,6,High
676,59,4544.0,Male,Tashkent,2023-11-07,32,Medium
677,58,1823.0,Male,Bukhara,2023-11-08,81,High
678,54,1996.0,Male,Bukhara,2023-11-09,12,High
679,20,1444.0,Male,Bukhara,2023-11-10,19,Low
680,23,1045.0,FEMALE,Bukhara,2023-11-11,49,Low
681,49,,male,Bukhara,2023-11-12,53,Medium
682,46,2304.0,Male,Samarkand,2023-11-13,33,High
683,41,2772.0,Male,Tashkent,2023-11-14,99,Low
684,19,1943.0,Male,Samarkand,2023-11-15,48,Medium
685,28,2931.0,Male,Samarkand,2023-11-16,29,Low
686,36,2178.0,Male,Samarkand,2023-11-17,36,Low
687,36,2664.0,Male,Samarkand,2023-11-18,80,High
688,39,4081.0,FEMALE,Tashkent,2023-11-19,90,High
689,38,3892.0,Male,Bukhara,2023-11-20,25,High
690,48,2398.0,male,Tashkent,2023-11-21,76,High
691,53,,male,Samarkand,2023-11-22,58,Low
692,19,1945.0,Male,Samarkand,2023-11-23,66,High
693,51,4894.0,FEMALE,Tashkent,2023-11-24,42,Medium
694,21,3056.0,male,Tashkent,2023-11-25,17,Medium
695,36,2078.0,Male,Bukhara,2023-11-26,33,Low
696,27,3655.0,FEMALE,Bukhara,2023-11-27,88,Medium
697,59,4635.0,FEMALE,Bukhara,2023-11-28,26,Medium
698,55,646.0,Male,Samarkand,2023-11-29,17,Low
699,54,3823.0,male,Bukhara,2023-11-30,1,Medium
700,51,2135.0,Male,Bukhara,2023-12-01,72,Medium
701,24,,FEMALE,Bukhara,2023-12-02,24,High
702,41,3645.0,FEMALE,Tashkent,2023-12-03,92,Medium
703,54,2859.0,Male,Samarkand,2023-12-04,52,High
704,32,2127.0,Male,Samarkand,2023-12-05,98,High
705,22,2768.0,Male,Bukhara,2023-12-06,88,Medium
706,49,2347.0,FEMALE,Bukhara,2023-12-07,26,Low
707,43,4814.0,Male,Tashkent,2023-12-08,48,High
708,23,1716.0,male,Samarkand,2023-12-09,62,Low
709,38,3893.0,Male,Bukhara,2023-12-10,32,Medium
710,21,3028.0,FEMALE,Tashkent,2023-12-11,37,Low
711,38,,FEMALE,Samarkand,2023-12-12,3,Low
712,23,4405.0,male,Bukhara,2023-12-13,81,Low
713,24,1874.0,FEMALE,Bukhara,2023-12-14,46,Medium
714,20,3030.0,FEMALE,Tashkent,2023-12-15,30,High
715,37,2489.0,male,Samarkand,2023-12-16,21,Low
716,39,1227.0,FEMALE,Tashkent,2023-12-17,66,Medium
717,39,935.0,male,Tashkent,2023-12-18,52,High
718,37,1384.0,male,Tashkent,2023-12-19,32,Low
719,42,2776.0,male,Bukhara,2023-12-20,90,Low
720,51,3669.0,Male,Tashkent,2023-12-21,96,Medium
721,37,,male,Tashkent,2023-12-22,13,Low
722,39,4168.0,male,Tashkent,2023-12-23,80,High
723,32,1272.0,FEMALE,Tashkent,2023-12-24,65,Medium
724,23,4173.0,male,Samarkand,2023-12-25,53,Medium
725,52,1301.0,Male,Tashkent,2023-12-26,5,High
726,30,993.0,Male,Bukhara,2023-12-27,16,Low
727,28,967.0,FEMALE,Tashkent,2023-12-28,30,Low
728,39,3505.0,FEMALE,Tashkent,2023-12-29,64,High
729,33,3868.0,FEMALE,Samarkand,2023-12-30,89,High
730,51,2651.0,FEMALE,Tashkent,2023-12-31,23,Low
731,43,,FEMALE,Bukhara,2024-01-01,11,Medium
732,52,3751.0,male,Tashkent,2024-01-02,6,Low
733,56,3506.0,male,Tashkent,2024-01-03,36,Low
734,23,3611.0,FEMALE,Tashkent,2024-01-04,21,Low
735,53,2759.0,FEMALE,Samarkand,2024-01-05,12,Low
736,26,4823.0,FEMALE,Bukhara,2024-01-06,27,High
737,21,636.0,FEMALE,Tashkent,2024-01-07,19,High
738,59,3676.0,male,Tashkent,2024-01-08,34,Medium
739,59,1439.0,FEMALE,Tashkent,2024-01-09,48,High
740,18,2685.0,FEMALE,Bukhara,2024-01-10,32,High
741,42,,male,Bukhara,2024-01-11,80,Medium
742,57,4589.0,male,Samarkand,2024-01-12,23,Medium
743,24,617.0,male,Tashkent,2024-01-13,40,Medium
744,50,990.0,male,Bukhara,2024-01-14,92,Medium
745,34,2757.0,FEMALE,Bukhara,2024-01-15,19,High
746,53,2356.0,FEMALE,Tashkent,2024-01-16,94,Low
747,34,719.0,male,Samarkand,2024-01-17,73,Low
748,42,800.0,Male,Bukhara,2024-01-18,47,High
749,50,1432.0,FEMALE,Tashkent,2024-01-19,66,High
750,58,2067.0,FEMALE,Samarkand,2024-01-20,33,Medium
751,46,,Male,Bukhara,2024-01-21,98,Medium
752,28,1580.0,male,Bukhara,2024-01-22,3,Medium
753,47,911.0,Male,Samarkand,2024-01-23,82,Low
754,55,4890.0,Male,Samarkand,2024-01-24,95,Low
755,58,4527.0,male,Tashkent,2024-01-25,10,Medium
756,42,4699.0,Male,Bukhara,2024-01-26,67,Medium
757,21,4157.0,Male,Samarkand,2024-01-27,90,Medium
758,25,4874.0,male,Samarkand,2024-01-28,36,Low
759,35,1121.0,male,Samarkand,2024-01-29,49,High
760,42,2603.0,FEMALE,Bukhara,2024-01-30,75,Low
761,40,,male,Tashkent,2024-01-31,44,Medium
762,20,2113.0,Male,Bukhara,2024-02-01,48,Medium
763,37,4063.0,Male,Samarkand,2024-02-02,65,High
764,58,1732.0,male,Bukhara,2024-02-03,54,Low
765,18,4508.0,male,Bukhara,2024-02-04,70,Low
766,53,4876.0,FEMALE,Samarkand,2024-02-05,3,High
767,24,4467.0,FEMALE,Bukhara,2024-02-06,22,Medium
768,18,4631.0,Male,Tashkent,2024-02-07,6,High
769,59,4993.0,male,Tashkent,2024-02-08,65,Medium
770,37,2343.0,FEMALE,Tashkent,2024-02-09,94,Medium
771,28,,FEMALE,Samarkand,2024-02-10,39,Low
772,31,4499.0,male,Samarkand,2024-02-11,61,High
773,30,4827.0,FEMALE,Tashkent,2024-02-12,59,Low
774,25,4873.0,male,Bukhara,2024-02-13,7,Medium
775,22,3251.0,FEMALE,Bukhara,2024-02-14,28,Medium
776,44,4917.0,FEMALE,Bukhara,2024-02-15,29,Low
777,40,3870.0,Male,Bukhara,2024-02-16,56,Medium
778,29,4467.0,FEMALE,Tashkent,2024-02-17,12,Low
779,51,4344.0,Male,Tashkent,2024-02-18,34,Medium
780,57,4497.0,Male,Bukhara,2024-02-19,84,Medium
781,31,,FEMALE,Bukhara,2024-02-20,97,Medium
782,30,2095.0,Male,Tashkent,2024-02-21,17,High
783,50,816.0,Male,Tashkent,2024-02-22,75,Medium
784,23,4130.0,Male,Tashkent,2024-02-23,86,High
785,41,1124.0,male,Tashkent,2024-02-24,41,Medium
786,51,4146.0,FEMALE,Bukhara,2024-02-25,84,High
787,59,2641.0,male,Samarkand,2024-02-26,25,High
788,44,2491.0,Male,Bukhara,2024-02-27,49,Medium
789,33,4785.0,male,Bukhara,2024-02-28,25,High
790,18,3643.0,FEMALE,Bukhara,2024-02-29,26,Medium
791,19,,male,Tashkent,2024-03-01,28,Medium
792,44,811.0,Male,Samarkand,2024-03-02,53,Medium
793,30,4563.0,FEMALE,Samarkand,2024-03-03,73,Low
794,34,1808.0,FEMALE,Tashkent,2024-03-04,40,Low
795,57,4846.0,FEMALE,Tashkent,2024-03-05,4,High
796,41,878.0,Male,Samarkand,2024-03-06,33,Low
797,33,3076.0,male,Bukhara,2024-03-07,83,Medium
798,52,2383.0,Male,Tashkent,2024-03-08,32,High
799,48,2256.0,male,Samarkand,2024-03-09,87,Medium
800,50,2266.0,Male,Samarkand,2024-03-10,90,High
801,39,,male,Tashkent,2024-03-11,71,Low
802,40,784.0,male,Tashkent,2024-03-12,90,Low
803,59,4014.0,male,Samarkand,2024-03-13,86,High
804,24,4872.0,Male,Tashkent,2024-03-14,55,High
805,47,3392.0,Male,Samarkand,2024-03-15,18,Medium
806,22,2235.0,FEMALE,Bukhara,2024-03-16,27,Medium
807,19,4444.0,FEMALE,Bukhara,2024-03-17,58,Medium
808,38,1821.0,Male,Tashkent,2024-03-18,58,Low
809,38,1569.0,FEMALE,Tashkent,2024-03-19,92,High
810,56,3823.0,FEMALE,Samarkand,2024-03-20,30,High
811,50,,Male,Bukhara,2024-03-21,99,High
812,56,1621.0,male,Samarkand,2024-03-22,8,Medium
813,21,4316.0,FEMALE,Samarkand,2024-03-23,15,Low
814,37,2389.0,male,Bukhara,2024-03-24,64,Medium
815,50,4736.0,FEMALE,Tashkent,2024-03-25,39,High
816,39,4967.0,male,Tashkent,2024-03-26,89,Medium
817,26,3216.0,male,Bukhara,2024-03-27,61,Low
818,45,2846.0,FEMALE,Samarkand,2024-03-28,22,Medium
819,22,2149.0,male,Bukhara,2024-03-29,99,Low
820,43,4429.0,FEMALE,Samarkand,2024-03-30,25,Low
821,59,,FEMALE,Bukhara,2024-03-31,95,Medium
822,44,1703.0,FEMALE,Samarkand,2024-04-01,31,High
823,56,507.0,Male,Bukhara,2024-04-02,61,High
824,47,4245.0,male,Tashkent,2024-04-03,56,Low
825,34,596.0,FEMALE,Bukhara,2024-04-04,58,Medium
826,46,1372.0,FEMALE,Bukhara,2024-04-05,23,Medium
827,51,2510.0,Male,Bukhara,2024-04-06,59,Medium
828,56,4425.0,male,Tashkent,2024-04-07,76,Medium
829,59,4863.0,male,Bukhara,2024-04-08,7,Medium
830,26,1087.0,male,Bukhara,2024-04-09,94,Medium
831,57,,male,Bukhara,2024-04-10,3,Low
832,37,2087.0,male,Bukhara,2024-04-11,61,Low
833,56,1654.0,Male,Tashkent,2024-04-12,24,Low
834,49,668.0,male,Samarkand,2024-04-13,11,Medium
835,44,1075.0,Male,Samarkand,2024-04-14,80,High
836,55,1751.0,FEMALE,Bukhara,2024-04-15,3,Low
837,35,3264.0,FEMALE,Bukhara,2024-04-16,12,Medium
838,29,3460.0,FEMALE,Bukhara,2024-04-17,41,High
839,19,1998.0,male,Tashkent,2024-04-18,37,Low
840,21,1751.0,Male,Samarkand,2024-04-19,84,Low
841,38,,FEMALE,Bukhara,2024-04-20,70,Low
842,45,2973.0,FEMALE,Tashkent,2024-04-21,89,Low
843,30,3639.0,Male,Tashkent,2024-04-22,60,Low
844,56,1234.0,male,Samarkand,2024-04-23,86,Low
845,52,3003.0,male,Bukhara,2024-04-24,9,Medium
846,42,1508.0,FEMALE,Bukhara,2024-04-25,73,High
847,50,3285.0,male,Samarkand,2024-04-26,11,Low
848,53,2697.0,FEMALE,Bukhara,2024-04-27,98,Low
849,46,551.0,male,Samarkand,2024-04-28,64,Medium
850,49,4455.0,male,Bukhara,2024-04-29,68,High
851,35,,male,Bukhara,2024-04-30,98,High
852,34,1486.0,male,Tashkent,2024-05-01,33,Low
853,45,1273.0,FEMALE,Bukhara,2024-05-02,59,High
854,27,1255.0,FEMALE,Tashkent,2024-05-03,67,High
855,31,3425.0,male,Bukhara,2024-05-04,47,High
856,37,1675.0,male,Tashkent,2024-05-05,58,Medium
857,40,3659.0,Male,Bukhara,2024-05-06,59,Low
858,57,1418.0,male,Bukhara,2024-05-07,75,Medium
859,20,3530.0,male,Tashkent,2024-05-08,4,Low
860,53,2689.0,FEMALE,Tashkent,2024-05-09,25,High
861,55,,FEMALE,Tashkent,2024-05-10,65,Low
862,43,650.0,FEMALE,Bukhara,2024-05-11,99,Low
863,31,3999.0,FEMALE,Tashkent,2024-05-12,96,Low
864,25,4484.0,male,Tashkent,2024-05-13,46,Low
865,27,2609.0,male,Tashkent,2024-05-14,80,Low
866,48,2438.0,FEMALE,Samarkand,2024-05-15,66,High
867,43,4876.0,FEMALE,Tashkent,2024-05-16,12,Medium
868,29,4506.0,male,Bukhara,2024-05-17,54,Medium
869,46,1683.0,male,Bukhara,2024-05-18,54,Low
870,25,3215.0,Male,Samarkand,2024-05-19,53,Low
871,56,,FEMALE,Samarkand,2024-05-20,28,High
872,57,1720.0,male,Bukhara,2024-05-21,5,Medium
873,32,3178.0,Male,Bukhara,2024-05-22,41,Medium
874,59,4288.0,Male,Bukhara,2024-05-23,89,Medium
875,59,4338.0,FEMALE,Samarkand,2024-05-24,14,Medium
876,19,3483.0,male,Bukhara,2024-05-25,27,Medium
877,39,2224.0,Male,Bukhara,2024-05-26,72,Medium
878,40,3191.0,FEMALE,Samarkand,2024-05-27,90,Medium
879,47,2191.0,male,Tashkent,2024-05-28,4,Medium
880,47,774.0,male,Samarkand,2024-05-29,93,High
881,25,,Male,Tashkent,2024-05-30,13,High
882,49,2206.0,male,Tashkent,2024-05-31,90,High
883,33,1174.0,FEMALE,Samarkand,2024-06-01,82,Medium
884,23,1091.0,male,Samarkand,2024-06-02,21,High
885,57,4056.0,Male,Tashkent,2024-06-03,45,High
886,52,1601.0,FEMALE,Samarkand,2024-06-04,93,Medium
887,31,1311.0,Male,Tashkent,2024-06-05,69,Medium
888,35,1803.0,male,Samarkand,2024-06-06,71,Medium
889,25,2232.0,male,Samarkand,2024-06-07,84,Low
890,52,2675.0,male,Bukhara,2024-06-08,16,Low
891,58,,FEMALE,Samarkand,2024-06-09,96,High
892,21,1962.0,Male,Tashkent,2024-06-10,80,Medium
893,35,3200.0,Male,Tashkent,2024-06-11,69,High
894,21,4628.0,Male,Tashkent,2024-06-12,86,High
895,38,1715.0,FEMALE,Tashkent,2024-06-13,38,Medium
896,36,797.0,FEMALE,Samarkand,2024-06-14,25,Low
897,44,2499.0,Male,Tashkent,2024-06-15,14,Medium
898,19,3477.0,Male,Tashkent,2024-06-16,45,Medium
899,46,2730.0,male,Bukhara,2024-06-17,84,Medium
900,32,1403.0,Male,Tashkent,2024-06-18,97,Low
901,42,,FEMALE,Samarkand,2024-06-19,17,High
902,27,3420.0,male,Bukhara,2024-06-20,44,Medium
903,29,3795.0,Male,Samarkand,2024-06-21,70,Low
904,59,4280.0,male,Bukhara,2024-06-22,78,High
905,25,3452.0,male,Samarkand,2024-06-23,86,Medium
906,30,1452.0,FEMALE,Samarkand,2024-06-24,3,Low
907,22,1175.0,male,Samarkand,2024-06-25,7,Low
908,46,778.0,Male,Tashkent,2024-06-26,34,Low
909,58,3504.0,Male,Bukhara,2024-06-27,89,High
910,36,4759.0,FEMALE,Tashkent,2024-06-28,23,High
911,51,,male,Tashkent,2024-06-29,54,Medium
912,32,2043.0,FEMALE,Tashkent,2024-06-30,96,Medium
913,32,1955.0,FEMALE,Samarkand,2024-07-01,38,Low
914,43,580.0,male,Tashkent,2024-07-02,60,Low
915,52,3776.0,male,Bukhara,2024-07-03,22,High
916,23,2362.0,FEMALE,Samarkand,2024-07-04,38,Medium
917,44,1488.0,male,Tashkent,2024-07-05,25,Low
918,55,3390.0,male,Samarkand,2024-07-06,99,Medium
919,58,4430.0,FEMALE,Bukhara,2024-07-07,5,Low
920,23,2650.0,FEMALE,Bukhara,2024-07-08,7,Low
921,34,,Male,Tashkent,2024-07-09,5,High
922,31,4301.0,FEMALE,Tashkent,2024-07-10,86,Medium
923,22,572.0,Male,Bukhara,2024-07-11,88,Low
